"Fecha","Mes_V","Dia_V","Vendedor","Cliente","Marca","Modelo","Anio","Precio_USD","Porciento_Comision","Comision_USD","Cant_Cuotas","Cuotas_pagadas","Tipo_cliente"
"12/1/2022",12,1,"Patrick Harris","Crystal Hurley","Chevrolet","Civic",2014,41093,0.071574616,2941.22,1,1,0
"8/26/2022",8,26,"Eric Lopez","Jasmine Hunt","Honda","Silverado",2010,38899,0.137512463,5349.1,1,1,0
"9/1/2022",9,1,"Jacob Miller","Heather Mclaughlin","Honda","Corolla",2014,36567,0.095263984,3483.52,1,1,0
"8/20/2022",8,20,"Anthony Vasquez","Shelby Baker","Honda","F-150",2018,34819,0.055729473,1940.44,1,1,0
"11/10/2022",11,10,"Jody White","Erica Merritt","Ford","Altima",2013,22291,0.111500129,2485.45,1,1,0
"8/6/2022",8,6,"Jacob Bishop","Michelle Ross","Chevrolet","F-150",2022,49939,0.127926844,6388.54,1,1,0
"6/19/2022",6,19,"Michael Walton","Dylan Myers","Ford","Silverado",2021,29753,0.056027948,1667,1,1,0
"6/12/2022",6,12,"John Newton","Jill Sanchez","Ford","Civic",2020,44501,0.078315318,3485.11,1,1,0
"12/20/2022",12,20,"Kristen Martinez","Zachary Wiggins","Nissan","Corolla",2017,33724,0.112299849,3787.2,1,1,0
"1/11/2022",1,11,"Kimberly Maldonado","Belinda Williams","Nissan","Civic",2021,31533,0.077679246,2449.46,1,1,0
"4/19/2022",4,19,"Tara Hubbard","Ashley Smith","Toyota","Altima",2021,35049,0.066628941,2335.28,1,1,0
"4/13/2022",4,13,"Heather Davidson","Jessica Brown","Chevrolet","F-150",2020,44640,0.108803219,4856.98,1,1,0
"11/2/2022",11,2,"Betty Young","Michael Payne","Toyota","F-150",2010,13630,0.124819039,1701.28,1,1,0
"5/29/2022",5,29,"Chad Davis","Rachel Ward","Ford","F-150",2019,28504,0.145222424,4139.42,1,1,0
"3/3/2022",3,3,"Lauren Hernandez","Tyler Fisher","Honda","Corolla",2011,43303,0.096835186,4193.25,1,1,0
"5/18/2022",5,18,"David Diaz","Kathy King","Nissan","F-150",2019,11869,0.081863306,971.64,1,1,0
"10/2/2022",10,2,"Brian Moran","Shannon Thomas","Honda","Silverado",2020,43465,0.07628592,3315.77,1,1,0
"8/19/2022",8,19,"Amanda Butler","Joanna Lamb","Toyota","Corolla",2012,31369,0.137397333,4310.02,1,1,0
"8/26/2022",8,26,"Jacob Bishop","Monica Anderson","Ford","F-150",2016,42162,0.092738256,3910.03,1,1,0
"11/20/2022",11,20,"Richard Richardson","Krista Cortez","Chevrolet","Silverado",2010,11820,0.14210112,1679.64,1,1,0
"1/26/2022",1,26,"Robert Sparks","Elizabeth Huber","Nissan","Altima",2011,15262,0.147417201,2249.88,1,1,0
"3/13/2022",3,13,"Andrea Maxwell","Robert Mason","Nissan","Civic",2012,41889,0.073070421,3060.85,6,3,1
"8/12/2022",8,12,"Mark Sanders","David Ramirez","Chevrolet","Silverado",2018,34173,0.11922465,4074.26,1,1,0
"6/12/2022",6,12,"Melissa Farmer","Joshua Chapman","Ford","Corolla",2011,46997,0.128886036,6057.26,1,1,0
"5/25/2022",5,25,"Brian Valencia","Christine Ellis","Honda","Silverado",2015,15894,0.138908673,2207.81,1,1,0
"1/14/2022",1,14,"Patricia Castillo","Robert Thompson","Toyota","Silverado",2011,10731,0.05528363,593.25,1,1,0
"6/16/2022",6,16,"Jacqueline Barr","Shelia Patel","Nissan","Altima",2013,34349,0.129484691,4447.67,1,1,0
"6/14/2022",6,14,"John Newton","Mark Kim","Ford","Silverado",2018,33482,0.111091273,3719.56,1,1,0
"7/21/2022",7,21,"Kristen Martinez","Sheryl Mason","Ford","Corolla",2019,35141,0.063213723,2221.39,1,1,0
"2/27/2022",2,27,"Kimberly Maldonado","Jessica Richards","Honda","Altima",2020,13410,0.120811592,1620.08,1,1,0
"9/2/2022",9,2,"Tara Hubbard","Tina Garcia","Toyota","Altima",2014,45067,0.117767259,5307.42,1,1,0
"10/9/2022",10,9,"Ashley Ramos","Grace Elliott","Ford","F-150",2018,26395,0.056630215,1494.75,1,1,0
"3/23/2022",3,23,"Patrick Harris","Dr. Martin Simmons PhD","Chevrolet","Civic",2022,20875,0.091517551,1910.43,1,1,0
"9/28/2022",9,28,"Eric Lopez","John Zimmerman","Ford","Silverado",2011,33111,0.109636754,3630.18,1,1,0
"10/13/2022",10,13,"Janice Wolf","Deborah Lee","Nissan","Silverado",2012,15964,0.132191799,2110.31,1,1,0
"3/26/2022",3,26,"Caleb Harrington","Sara Torres","Ford","F-150",2021,35956,0.136831949,4919.93,1,1,0
"9/20/2022",9,20,"Richard Richardson","Mr. Johnny Bird Jr.","Nissan","Civic",2020,22486,0.054482428,1225.09,1,1,0
"10/2/2022",10,2,"Robert Sparks","Traci Brown","Chevrolet","Silverado",2018,30254,0.080856571,2446.23,1,1,0
"3/24/2022",3,24,"Andrea Maxwell","Angela Dunlap","Nissan","Civic",2018,33991,0.088852281,3020.18,1,1,0
"9/3/2022",9,3,"Mark Sanders","Luke Robinson","Ford","Corolla",2019,38613,0.109726096,4236.85,1,1,0
"2/4/2022",2,4,"Melissa Farmer","Stephanie Jones","Ford","F-150",2012,32338,0.092405046,2988.19,1,1,0
"7/22/2022",7,22,"Brian Valencia","James Hatfield","Chevrolet","Corolla",2016,46402,0.085014335,3944.84,1,1,0
"5/6/2022",5,6,"Patricia Castillo","Monica Perez","Toyota","Altima",2019,13899,0.125301819,1741.57,1,1,0
"4/7/2022",4,7,"Jacqueline Barr","Roy Taylor DVM","Honda","F-150",2016,41683,0.064926365,2706.33,1,1,0
"8/12/2022",8,12,"John Newton","Sheila Huynh","Honda","Civic",2022,49757,0.066384431,3303.09,1,1,0
"9/29/2022",9,29,"Kristen Martinez","Thomas Cantu","Honda","F-150",2013,20208,0.123986117,2505.51,1,1,0
"8/18/2022",8,18,"Kimberly Maldonado","Sara Patrick","Nissan","Corolla",2011,35218,0.088857862,3129.4,1,1,0
"8/26/2022",8,26,"Tara Hubbard","Christopher Nunez","Chevrolet","Corolla",2019,30536,0.104715726,3197.6,1,1,0
"9/18/2022",9,18,"Ashley Ramos","Alyssa Smith","Nissan","Civic",2017,42363,0.066103323,2800.34,1,1,0
"12/6/2022",12,6,"Patrick Harris","Kevin Miller","Toyota","Silverado",2015,13527,0.070974765,960.08,1,1,0
"1/2/2022",1,2,"Richard Richardson","Caleb Bentley","Chevrolet","Altima",2011,29300,0.05043435,1477.73,1,1,0
"11/5/2022",11,5,"Robert Sparks","Bryan Becker","Ford","Civic",2015,27807,0.091603518,2547.22,1,1,0
"4/20/2022",4,20,"Andrea Maxwell","Austin Henry","Honda","F-150",2020,20202,0.087579933,1769.29,1,1,0
"8/9/2022",8,9,"Mark Sanders","Caleb Stewart","Chevrolet","Civic",2014,30799,0.055640016,1713.66,1,1,0
"4/28/2022",4,28,"Melissa Farmer","Andrew Adams","Honda","Corolla",2021,12931,0.053481841,691.57,1,1,0
"11/24/2022",11,24,"Brian Valencia","Rebekah Holt","Toyota","Corolla",2010,45591,0.08206333,3741.35,1,1,0
"10/27/2022",10,27,"Patricia Castillo","Michael Lane","Nissan","Altima",2019,41479,0.067910148,2816.85,1,1,0
"2/6/2022",2,6,"Jacqueline Barr","Michelle Hunter","Ford","Silverado",2020,27402,0.140788807,3857.89,1,1,0
"4/27/2022",4,27,"John Newton","Christina Daniels","Toyota","Civic",2010,36650,0.142428779,5220.01,1,1,0
"1/13/2022",1,13,"Kristen Martinez","Ashley Dixon","Ford","Corolla",2020,15391,0.084650568,1302.86,1,1,0
"10/6/2022",10,6,"Kimberly Maldonado","Paula Moore","Toyota","Corolla",2021,35318,0.141903391,5011.74,1,1,0
"5/1/2022",5,1,"Tara Hubbard","Wesley Snow","Nissan","Silverado",2017,18213,0.065762223,1197.73,1,1,0
"8/2/2022",8,2,"Ashley Ramos","Brandon Waller","Ford","Civic",2010,24387,0.0838203,2044.13,1,1,0
"8/26/2022",8,26,"Patrick Harris","Krista Sanders","Honda","Civic",2012,42079,0.108388692,4560.89,1,1,0
"1/30/2022",1,30,"Eric Lopez","Tiffany Dunn","Toyota","F-150",2011,44883,0.070130946,3147.69,1,1,0
"9/12/2022",9,12,"Hailey Short","Matthew Crane","Chevrolet","Altima",2010,13697,0.053384865,731.21,1,1,0
"1/9/2022",1,9,"Cindy Mcmillan","Lisa Rosales","Toyota","Altima",2019,31976,0.082715142,2644.9,1,1,0
"11/8/2022",11,8,"Tiffany Fisher","Jessica Hancock","Chevrolet","Corolla",2016,40647,0.068464595,2782.88,1,1,0
"9/19/2022",9,19,"Richard Richardson","Stephanie Bowman","Chevrolet","Altima",2013,27330,0.065624319,1793.51,1,1,0
"10/19/2022",10,19,"Robert Sparks","Mary Hayes","Nissan","F-150",2012,41632,0.051645948,2150.12,1,1,0
"7/9/2022",7,9,"Andrea Maxwell","Melissa Johns","Nissan","F-150",2021,16443,0.131217339,2157.61,1,1,0
"11/8/2022",11,8,"Mark Sanders","Christine Olson","Nissan","Corolla",2010,42176,0.090121686,3800.97,1,1,0
"1/30/2022",1,30,"Melissa Farmer","Andrew Holmes","Honda","Altima",2012,42396,0.124232965,5266.98,1,1,0
"10/22/2022",10,22,"Brian Valencia","Justin Lozano","Toyota","Silverado",2018,38643,0.101683312,3929.35,1,1,0
"8/30/2022",8,30,"Patricia Castillo","Courtney Zuniga","Toyota","Corolla",2014,28200,0.059892031,1688.96,1,1,0
"2/23/2022",2,23,"Jacqueline Barr","Katherine Arroyo","Honda","F-150",2020,20478,0.126595745,2592.43,1,1,0
"6/14/2022",6,14,"John Newton","Philip Morris","Nissan","Altima",2019,23824,0.088933944,2118.76,1,1,0
"4/16/2022",4,16,"Kristen Martinez","Jeremy Nichols","Honda","F-150",2012,41658,0.098565873,4106.06,1,1,0
"6/13/2022",6,13,"Kimberly Maldonado","Jason Taylor","Toyota","Altima",2018,15421,0.092040097,1419.35,1,1,0
"3/19/2022",3,19,"Tara Hubbard","Luis Hall","Honda","Silverado",2012,19574,0.099557331,1948.74,1,1,0
"6/22/2022",6,22,"Ashley Ramos","Michael Schultz","Ford","Altima",2012,22031,0.061820803,1361.97,1,1,0
"2/14/2022",2,14,"Patrick Harris","Grant Turner","Honda","Civic",2011,43919,0.059233953,2601.5,1,1,0
"6/14/2022",6,14,"Richard Richardson","Erika Farrell","Honda","F-150",2019,32880,0.144113736,4738.46,1,1,0
"8/5/2022",8,5,"Robert Sparks","Alyssa Smith","Ford","Silverado",2021,10429,0.086556174,902.69,1,1,0
"10/22/2022",10,22,"Andrea Maxwell","Marc Gonzalez","Honda","Silverado",2019,17542,0.128724986,2258.09,1,1,0
"3/14/2022",3,14,"Mark Sanders","Jay Calhoun","Nissan","F-150",2013,31472,0.142690407,4490.75,1,1,0
"11/30/2022",11,30,"Melissa Farmer","Michael Johnson","Nissan","Corolla",2016,19976,0.115545368,2308.13,1,1,0
"7/4/2022",7,4,"Brian Valencia","Sarah Gibson","Nissan","Corolla",2019,34018,0.145273091,4941.9,1,1,0
"7/15/2022",7,15,"Patricia Castillo","Melissa Mooney","Honda","Silverado",2015,18778,0.07603595,1427.8,1,1,0
"2/7/2022",2,7,"Jacqueline Barr","Jacob Dickson","Honda","Civic",2020,46032,0.099818754,4594.86,1,1,0
"3/19/2022",3,19,"John Newton","Casey Gaines","Ford","Civic",2014,45521,0.068782293,3131.04,1,1,0
"12/12/2022",12,12,"Kristen Martinez","Benjamin Bright","Nissan","Corolla",2018,18717,0.089271503,1670.89,1,1,0
"5/1/2022",5,1,"Kimberly Maldonado","Jo Bennett","Chevrolet","Corolla",2014,18736,0.078463011,1470.08,1,1,0
"12/4/2022",12,4,"Tara Hubbard","Jason Leonard","Honda","Silverado",2021,39490,0.111156479,4389.57,1,1,0
"12/24/2022",12,24,"Richard Richardson","Stephen Olson","Toyota","F-150",2016,29498,0.073077563,2155.64,1,1,0
"1/16/2022",1,16,"Robert Sparks","Julie Lewis","Nissan","Silverado",2020,47219,0.095960865,4531.18,1,1,0
"1/30/2022",1,30,"Andrea Maxwell","Lisa Holloway","Chevrolet","F-150",2016,45100,0.128059782,5775.5,1,1,0
"3/8/2022",3,8,"Mark Sanders","Marilyn Valdez","Chevrolet","Corolla",2011,48755,0.114151428,5565.45,1,1,0
"1/24/2022",1,24,"Melissa Farmer","Timothy Hunter","Ford","F-150",2015,41863,0.12219697,5115.53,1,1,0
"7/30/2022",7,30,"Brian Valencia","Deborah Robinson","Ford","Altima",2015,19183,0.127161607,2439.34,1,1,0
"2/27/2022",2,27,"Patricia Castillo","Stephanie Davis","Honda","Civic",2019,46303,0.078829767,3650.05,3,3,0
"5/6/2022",5,6,"Jacqueline Barr","Sherry Terry","Ford","Corolla",2020,45321,0.127692446,5787.15,1,1,0
"9/1/2022",9,1,"John Newton","Mary Rogers","Nissan","Altima",2010,22113,0.07173745,1586.33,1,1,0
"1/27/2022",1,27,"Kristen Martinez","Jacqueline Anderson","Ford","F-150",2013,33901,0.112826036,3824.92,1,1,0
"5/13/2022",5,13,"Kimberly Maldonado","Robin Gay","Ford","Silverado",2013,46053,0.140769818,6482.87,1,1,0
"9/11/2022",9,11,"Tara Hubbard","William Robbins","Toyota","Civic",2019,22170,0.116084205,2573.59,1,1,0
"9/13/2022",9,13,"Ashley Ramos","Crystal Norris","Chevrolet","Altima",2016,33534,0.100419121,3367.45,1,1,0
"1/20/2022",1,20,"Patrick Harris","Christina Long","Toyota","Civic",2017,29607,0.088374427,2616.5,1,1,0
"6/2/2022",6,2,"Eric Lopez","Amy Jackson","Ford","Civic",2014,47209,0.062781519,2963.85,1,1,0
"10/7/2022",10,7,"Rachel Booth","Christian Ortega","Honda","Civic",2010,18074,0.106914546,1932.37,1,1,0
"6/17/2022",6,17,"Richard Richardson","Kelly Curry","Ford","Silverado",2017,31220,0.059657963,1862.52,1,1,0
"7/23/2022",7,23,"Robert Sparks","Stephanie Grant","Nissan","Altima",2021,49877,0.05081818,2534.66,1,1,0
"3/11/2022",3,11,"Andrea Maxwell","Jonathan Robbins","Chevrolet","Corolla",2019,28858,0.087755924,2532.46,1,1,0
"4/6/2022",4,6,"Mark Sanders","Rachel Smith","Nissan","Corolla",2011,14327,0.081209985,1163.5,1,1,0
"5/28/2022",5,28,"Melissa Farmer","Jason Mcpherson","Chevrolet","Altima",2016,38031,0.149225157,5675.18,1,1,0
"5/31/2022",5,31,"Brian Valencia","Michelle Stone","Nissan","Silverado",2013,38692,0.072503982,2805.32,1,1,0
"7/28/2022",7,28,"Patricia Castillo","Diana Francis","Ford","Corolla",2019,41606,0.129182518,5374.77,1,1,0
"8/20/2022",8,20,"Jacqueline Barr","Samantha White","Ford","Altima",2020,26205,0.148044254,3879.5,1,1,0
"3/29/2022",3,29,"John Newton","Tracey Andrews","Toyota","Civic",2012,22821,0.07895416,1801.81,1,1,0
"4/7/2022",4,7,"Kristen Martinez","Christian Jones","Ford","Silverado",2013,31661,0.080643958,2553.27,1,1,0
"6/12/2022",6,12,"Kimberly Maldonado","Angela Thomas","Honda","Altima",2020,30418,0.14950223,4547.56,1,1,0
"6/26/2022",6,26,"Tara Hubbard","Ryan Arnold","Nissan","F-150",2022,24797,0.137756535,3415.95,1,1,0
"2/6/2022",2,6,"Ashley Ramos","Megan Myers","Ford","Silverado",2010,25608,0.126285998,3233.93,1,1,0
"2/14/2022",2,14,"Patrick Harris","Lisa Alvarez","Ford","Corolla",2020,45212,0.124064187,5609.19,1,1,0
"1/24/2022",1,24,"Eric Lopez","Joseph Cook","Nissan","Altima",2011,23307,0.074840116,1744.3,1,1,0
"6/19/2022",6,19,"Kristen Martinez","Daniel Williams","Ford","Corolla",2013,25844,0.055972706,1446.56,1,1,0
"7/26/2022",7,26,"Kimberly Maldonado","Dennis Weiss","Toyota","Civic",2016,31947,0.113557345,3627.82,1,1,0
"5/14/2022",5,14,"Tara Hubbard","Deanna Newman","Toyota","F-150",2017,26826,0.056394134,1512.83,1,1,0
"12/8/2022",12,8,"Ashley Ramos","Anna Evans","Honda","Silverado",2018,19833,0.080196462,1590.54,1,1,0
"7/4/2022",7,4,"Patrick Harris","Rhonda Schmidt","Nissan","F-150",2019,41820,0.07966537,3331.61,1,1,0
"12/23/2022",12,23,"Eric Lopez","Barbara Warren","Honda","Corolla",2017,18161,0.135709481,2464.62,1,1,0
"4/24/2022",4,24,"Jennifer Crawford","Jason Williams","Honda","Civic",2013,45652,0.10347856,4724,1,1,0
"3/24/2022",3,24,"Bradley Davis","Debra Fletcher","Nissan","Silverado",2014,29795,0.117931926,3513.78,1,1,0
"10/16/2022",10,16,"Amanda Ford","Sarah Lam","Toyota","Civic",2022,37932,0.086121808,3266.77,1,1,0
"8/14/2022",8,14,"Carmen Ritter","Tracey Walls","Ford","Corolla",2015,20727,0.082872813,1717.7,1,1,0
"6/8/2022",6,8,"Richard Richardson","Scott Beltran","Ford","Civic",2019,34559,0.114286721,3949.63,1,1,0
"7/24/2022",7,24,"Robert Sparks","Joseph Huff","Chevrolet","Silverado",2018,11459,0.080528561,922.78,1,1,0
"4/2/2022",4,2,"Andrea Maxwell","Steven Schneider","Honda","Corolla",2017,39818,0.058919303,2346.05,1,1,0
"8/20/2022",8,20,"Mark Sanders","Carolyn Reeves","Nissan","Corolla",2010,27133,0.061846003,1678.07,1,1,0
"12/26/2022",12,26,"Melissa Farmer","Dr. Lori May MD","Ford","Civic",2017,17010,0.076759224,1305.67,1,1,0
"8/29/2022",8,29,"Brian Valencia","Thomas Long III","Honda","Altima",2010,35635,0.133891134,4771.21,1,1,0
"8/7/2022",8,7,"Patricia Castillo","Taylor Phillips","Ford","Altima",2022,34566,0.123452065,4267.24,1,1,0
"9/22/2022",9,22,"Jacqueline Barr","Robin Perez","Honda","Corolla",2022,48351,0.099316814,4802.07,1,1,0
"4/27/2022",4,27,"John Newton","Sherry Brooks","Honda","Silverado",2010,25490,0.053162414,1355.11,1,1,0
"1/5/2022",1,5,"Kristen Martinez","Sarah Robinson","Ford","Altima",2011,19525,0.056836186,1109.73,1,1,0
"10/14/2022",10,14,"Kimberly Maldonado","Michelle Tate","Nissan","Altima",2011,15433,0.081175431,1252.78,1,1,0
"9/8/2022",9,8,"Tara Hubbard","Annette James","Ford","Corolla",2018,34285,0.069593033,2386,1,1,0
"5/13/2022",5,13,"Ashley Ramos","Lauren Byrd","Ford","Corolla",2017,39880,0.075195305,2998.79,1,1,0
"11/18/2022",11,18,"Patrick Harris","Dr. Wesley Wise","Nissan","Corolla",2021,22871,0.058440041,1336.58,1,1,0
"12/21/2022",12,21,"Eric Lopez","Paul Mclaughlin","Ford","Silverado",2019,16631,0.113931299,1894.79,1,1,0
"9/13/2022",9,13,"Thomas Welch","Theresa Anderson","Nissan","F-150",2021,46092,0.062932884,2900.7,1,1,0
"7/9/2022",7,9,"Diana Todd","Thomas White","Nissan","F-150",2022,34778,0.124526325,4330.78,1,1,0
"2/24/2022",2,24,"Paul Flores","Julie Lowe","Nissan","F-150",2013,49436,0.070227879,3471.79,1,1,0
"11/13/2022",11,13,"Rhonda Cannon","Lisa Wilson","Honda","Altima",2011,30348,0.05072425,1539.38,1,1,0
"4/7/2022",4,7,"Richard Richardson","Miss Tina Bishop DVM","Honda","Civic",2016,16412,0.125598938,2061.33,1,1,0
"7/28/2022",7,28,"Robert Sparks","Kimberly Dixon","Honda","Civic",2021,19966,0.066345132,1324.65,1,1,0
"4/29/2022",4,29,"Andrea Maxwell","Angela Mccann","Nissan","F-150",2015,14960,0.137746739,2060.69,1,1,0
"6/1/2022",6,1,"Mark Sanders","Tiffany Pruitt","Nissan","Civic",2020,38219,0.109529737,4186.12,1,1,0
"7/27/2022",7,27,"Melissa Farmer","Laura Ramirez","Ford","Silverado",2012,49621,0.104364267,5178.66,1,1,0
"1/25/2022",1,25,"Brian Valencia","Mark Beltran","Chevrolet","Silverado",2013,26965,0.075414616,2033.56,1,1,0
"6/8/2022",6,8,"Patricia Castillo","David Roy","Chevrolet","Altima",2015,12128,0.059203196,718.02,1,1,0
"5/20/2022",5,20,"Jacqueline Barr","Edward Erickson","Toyota","Corolla",2013,38892,0.112339094,4369.09,1,1,0
"9/3/2022",9,3,"John Newton","Kristy Wilson","Toyota","Civic",2013,39760,0.140536166,5587.72,1,1,0
"3/8/2022",3,8,"Kristen Martinez","Kathryn Myers","Chevrolet","Altima",2021,17096,0.122034614,2086.3,1,1,0
"12/27/2022",12,27,"Kimberly Maldonado","Julie Avery","Chevrolet","Corolla",2020,12805,0.075713054,969.51,1,1,0
"4/26/2022",4,26,"Tara Hubbard","Meghan Cooley","Chevrolet","F-150",2022,13337,0.070709323,943.05,1,1,0
"4/19/2022",4,19,"Ashley Ramos","Brian Nicholson","Honda","Corolla",2016,16666,0.100082076,1667.97,1,1,0
"9/4/2022",9,4,"Patrick Harris","Derrick Hernandez","Chevrolet","Corolla",2021,30719,0.089019853,2734.6,1,1,0
"9/8/2022",9,8,"Eric Lopez","Regina Williams","Toyota","Altima",2022,33162,0.084473741,2801.32,1,1,0
"3/5/2022",3,5,"Lynn Lopez","Victor Atkins","Toyota","Civic",2018,24254,0.071781546,1740.99,1,1,0
"2/1/2022",2,1,"William Wright","Brandon Strickland","Honda","Altima",2013,46421,0.129396629,6006.72,1,1,0
"6/3/2022",6,3,"Ryan Estrada","Miss Holly Phillips","Ford","Corolla",2013,40917,0.100602275,4116.34,1,1,0
"10/11/2022",10,11,"Brian Kim","Craig Klein","Toyota","F-150",2010,16227,0.12453601,2020.85,1,1,0
"6/8/2022",6,8,"Austin Arroyo","Kayla Young","Honda","Civic",2022,15939,0.130896307,2086.36,1,1,0
"8/10/2022",8,10,"Richard Richardson","Earl Brewer","Chevrolet","Civic",2010,29379,0.050842226,1493.69,1,1,0
"10/18/2022",10,18,"Robert Sparks","Shari Brown","Ford","Altima",2015,40714,0.096809826,3941.52,1,1,0
"9/29/2022",9,29,"Andrea Maxwell","Patrick Santiago","Toyota","Corolla",2014,15844,0.146573992,2322.32,1,1,0
"9/21/2022",9,21,"Mark Sanders","Kelly Thomas","Nissan","Silverado",2013,25226,0.117215991,2956.89,1,1,0
"3/30/2022",3,30,"Melissa Farmer","Renee Sharp","Honda","Corolla",2013,24577,0.132106688,3246.79,1,1,0
"2/17/2022",2,17,"Brian Valencia","Tracy Zavala","Toyota","Silverado",2016,34225,0.134712255,4610.53,1,1,0
"1/3/2022",1,3,"Patricia Castillo","Susan Flynn","Ford","Civic",2010,38659,0.114633062,4431.6,1,1,0
"5/10/2022",5,10,"Jacqueline Barr","Valerie Blackwell","Toyota","F-150",2021,31180,0.11401866,3555.1,1,1,0
"8/13/2022",8,13,"John Newton","Benjamin Christian","Honda","Corolla",2017,36711,0.088956459,3265.68,1,1,0
"12/29/2022",12,29,"Kristen Martinez","Diane Williams","Toyota","Corolla",2020,10267,0.137205177,1408.69,1,1,0
"11/9/2022",11,9,"Kimberly Maldonado","Rodney Wiggins","Ford","F-150",2013,39055,0.128945116,5035.95,1,1,0
"12/2/2022",12,2,"Jacob Bishop","Fred Blevins MD","Chevrolet","F-150",2012,23308,0.059010261,1375.41,1,1,0
"5/5/2022",5,5,"Michael Walton","Kimberly Lawrence","Nissan","Altima",2022,33401,0.100372788,3352.55,1,1,0
"4/13/2022",4,13,"John Newton","Carl Sutton","Honda","Civic",2011,27204,0.056384708,1533.89,1,1,0
"1/16/2022",1,16,"Kristen Martinez","Megan Roberts","Honda","Corolla",2013,22947,0.131050715,3007.22,1,1,0
"2/17/2022",2,17,"Kimberly Maldonado","Denise Johnson","Nissan","Corolla",2021,23865,0.087417185,2086.21,1,1,0
"2/12/2022",2,12,"Tara Hubbard","Carol Dominguez","Ford","Altima",2021,14068,0.088390305,1243.47,1,1,0
"9/4/2022",9,4,"Heather Davidson","Philip Spears","Honda","Civic",2015,11037,0.06595664,727.96,1,1,0
"4/23/2022",4,23,"Betty Young","Edward Barnes","Honda","Altima",2017,35616,0.117966827,4201.51,1,1,0
"3/24/2022",3,24,"Chad Davis","Hannah Weaver","Honda","Altima",2019,43666,0.117295434,5121.82,1,1,0
"7/5/2022",7,5,"Lauren Hernandez","Regina Moody","Ford","Corolla",2022,11460,0.081997547,939.69,1,1,0
"4/20/2022",4,20,"David Diaz","Caitlin Townsend","Ford","F-150",2014,23269,0.077326246,1799.3,1,1,0
"1/7/2022",1,7,"Brian Moran","Andrew Brown","Ford","Altima",2019,24131,0.071074169,1715.09,1,1,0
"12/29/2022",12,29,"Amanda Butler","Brandon Sweeney","Ford","Civic",2022,13712,0.085053343,1166.25,1,1,0
"3/9/2022",3,9,"Jacob Bishop","Christine Gross","Ford","Corolla",2012,44194,0.071895875,3177.37,1,1,0
"2/15/2022",2,15,"Jacqueline Barr","Gina Hall","Nissan","Silverado",2022,12470,0.148258242,1848.78,1,1,0
"4/18/2022",4,18,"John Newton","Elaine Pearson","Toyota","Civic",2015,39834,0.053417021,2127.81,1,1,0
"10/21/2022",10,21,"Kristen Martinez","Brandon Mills","Honda","Altima",2013,22879,0.127532029,2917.81,1,1,0
"7/2/2022",7,2,"Kimberly Maldonado","Kenneth Avery","Chevrolet","F-150",2012,22218,0.052180433,1159.34,1,1,0
"9/11/2022",9,11,"Tara Hubbard","Roger Livingston","Toyota","Corolla",2013,22195,0.112361865,2493.87,1,1,0
"6/7/2022",6,7,"Jacob Bishop","Sarah Bullock","Nissan","F-150",2018,45845,0.135045514,6191.16,1,1,0
"10/22/2022",10,22,"Michael Walton","Sharon Mccullough","Toyota","Corolla",2015,44845,0.069747525,3127.83,1,1,0
"8/13/2022",8,13,"John Newton","Deborah Brock","Toyota","Silverado",2012,47068,0.125973042,5929.3,1,1,0
"4/2/2022",4,2,"Kristen Martinez","Ann Franco","Honda","Altima",2016,46116,0.068313452,3150.34,1,1,0
"5/12/2022",5,12,"Kimberly Maldonado","Amanda Warren","Honda","Corolla",2022,28376,0.128243078,3639.03,1,1,0
"4/9/2022",4,9,"Tara Hubbard","Daniel Atkins","Honda","F-150",2019,34314,0.123343081,4232.39,1,1,0
"3/10/2022",3,10,"Heather Davidson","Anthony Vaughn","Ford","Corolla",2020,37145,0.098993783,3677.12,1,1,0
"9/21/2022",9,21,"Betty Young","Steve Jones","Nissan","Altima",2012,26261,0.136785418,3592.12,1,1,0
"4/7/2022",4,7,"Chad Davis","Crystal Mccarthy","Ford","Silverado",2012,33312,0.064301994,2142.03,1,1,0
"2/20/2022",2,20,"Lauren Hernandez","Krista Estes","Ford","Altima",2018,18932,0.105056256,1988.93,1,1,0
"12/4/2022",12,4,"David Diaz","Cameron Ortega","Chevrolet","F-150",2018,31743,0.07106009,2255.66,1,1,0
"6/4/2022",6,4,"Brian Moran","Alice Mendoza","Chevrolet","Civic",2013,19869,0.057146952,1135.45,1,1,0
"5/1/2022",5,1,"Amanda Butler","Jennifer Ramsey","Honda","Altima",2015,35703,0.08606601,3072.81,1,1,0
"6/27/2022",6,27,"Jacob Bishop","Bradley Gardner","Chevrolet","F-150",2015,15027,0.134896494,2027.09,1,1,0
"5/10/2022",5,10,"Jacqueline Barr","Jamie Holland","Honda","F-150",2013,12557,0.078212886,982.12,1,1,0
"7/2/2022",7,2,"John Newton","Gregory Gutierrez","Ford","F-150",2021,34821,0.139330122,4851.61,1,1,0
"12/22/2022",12,22,"Kristen Martinez","Trevor Luna","Chevrolet","Altima",2022,13802,0.139050044,1919.17,1,1,0
"10/31/2022",10,31,"Kimberly Maldonado","John Robinson","Nissan","Altima",2022,11061,0.078991679,873.73,1,1,0
"8/7/2022",8,7,"Tara Hubbard","Donna Howe","Honda","Corolla",2015,19543,0.075213707,1469.9,1,1,0
